"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL2103827";"DROXIDOPA";"4.0";"213.19";"0";"-0.46";"Droxidopa";"N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL2104261";"ENZACAMENE";"None";"254.37";"0";"4.40";"Enzacamene";"Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1";"EC50";"'='";"31600.0";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531532";"Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"CHEMBL3307718";"";""
"CHEMBL3318979";"";"None";"311.82";"0";"4.59";"9g";"CC(C)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12";"EC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL1369106";"";"None";"320.31";"0";"1.12";"SID26671665";"COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-]";"EC50";"'='";"17756.0";"nM";"4.75";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL3213524";"";"None";"305.34";"0";"2.42";"SID24825882";"C/C(=N\NC(=O)c1cccnc1)c1ccc(-n2ccnc2)cc1";"EC50";"'>'";"116205.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL3198275";"";"None";"415.20";"0";"3.78";"SID17504323";"O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cncc(Br)c1";"EC50";"'='";"92638.0";"nM";"4.03";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1300615";"";"None";"293.33";"0";"3.28";"SID847530";"CCOc1ccccc1NC(=O)c1ccc2nccnc2c1";"EC50";"'='";"114038.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1596262";"";"None";"298.18";"0";"3.74";"SID47201768";"CCCNc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1";"EC50";"'='";"48063.0";"nM";"4.32";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1613993";"PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL4173715";"";"None";"534.44";"2";"5.61";"26d; GSK2973980A";"O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4144974";"Activation at PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138301";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";"";""
"CHEMBL3963794";"";"None";"639.56";"2";"6.05";"19";"O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)C2";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4390457";"Transactivation of PXR (unknown origin) expressed in human HepG2 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL3942524";"";"None";"619.55";"1";"4.45";"32";"O=C(C1CCS(=O)(=O)C1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1";"EC50";"'>'";"13000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4390457";"Transactivation of PXR (unknown origin) expressed in human HepG2 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387773";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL4095208";"";"None";"476.45";"1";"7.82";"6s";"CCOP(=O)(OCC)C(=Cc1c2ccccc2cc2ccccc12)P(=O)(OCC)OCC";"EC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"13.72";"0.28";"-1.28";"9.20";"0";"CHEMBL3998013";"Activation of PXR in human LS180 cells assessed as P-gp induction by measuring intracellular accumulation of rhodamine 123 preincubated for 48 hrs followed by rhodamine 123 addition after 40 mins and measured after 90 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997764";"1";"Scientific Literature";"Medchemcomm";"2016";"None";"";""
"CHEMBL4084567";"";"None";"376.33";"1";"5.52";"6c";"CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC";"EC50";"'='";"271.0";"nM";"6.57";"";"";"UO_0000065";"17.45";"0.37";"1.05";"9.24";"0";"CHEMBL3998013";"Activation of PXR in human LS180 cells assessed as P-gp induction by measuring intracellular accumulation of rhodamine 123 preincubated for 48 hrs followed by rhodamine 123 addition after 40 mins and measured after 90 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997764";"1";"Scientific Literature";"Medchemcomm";"2016";"None";"";""
"CHEMBL3317840";"";"None";"429.59";"0";"3.10";"21";"CC(=O)N1CCN(c2ccc(CN(C(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3367609";"Agonist activity at GAL4-fused human PXR expressed in HEK293T cells assessed as activation of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352759";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3706569";"";""
"CHEMBL374478";"RIFAMPIN";"4.0";"822.95";"3";"4.34";"Rifampicin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL603";"ZAFIRLUKAST";"4.0";"575.69";"2";"5.70";"12c";"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12";"EC50";"'='";"30600.0";"nM";"4.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4014618";"Activation of human PXR expressed in DPX2 cells assessed as CYP3A4 induction after 24 hrs by luciferase reporter gene assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014277";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL374478";"RIFAMPIN";"4.0";"822.95";"3";"4.34";"Rifampicin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"EC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"8.17";"0.16";"2.38";"3.05";"0";"CHEMBL3825786";"Agonist activity at PXR expressed in human HepG2 cells after 24 hrs by p3A4-luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822384";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307718";"";""
"CHEMBL3092207";"";"None";"563.52";"1";"4.28";"14";"NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1";"EC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"10.15";"0.21";"1.44";"5.68";"0";"CHEMBL3096556";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091454";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL4457613";"";"None";"339.83";"0";"3.91";"3c";"OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1";"EC50";"'='";"48000.0";"nM";"4.32";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4329690";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325920";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";"";""
"CHEMBL4749804";"";"None";"388.44";"0";"4.18";"13k";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cccc21";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";""
"CHEMBL4758145";"";"None";"404.90";"0";"4.70";"13l";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(Cl)cccc21";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";""
"CHEMBL4753283";"";"None";"701.88";"2";"8.61";"4a";"Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1";"EC50";"'='";"1010.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701716";"Transactivation of human PXR transfected in human HepG2 cells co-transfected with CYP3A4-Luc plasmid incubated for overnight by luciferase reporter gene assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699481";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL1098525";"";"None";"394.33";"1";"5.06";"12";"N#Cc1cc(F)c(-c2c(=O)ccn3c(-c4ccc(F)cc4F)cccc23)c(F)c1";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1112965";"Activation of PXR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL4756822";"";"None";"472.94";"1";"7.65";"36";"CCC(c1nc2ncc(Cl)cc2[nH]1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1";"EC50";"'='";"1190.0";"nM";"5.92";"";"";"UO_0000065";"12.53";"0.25";"-1.73";"10.88";"0";"CHEMBL4725185";"Transactivation of PXR (unknown origin) assessed as CYP450 induction";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715934";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"ACTIVATOR"
"CHEMBL4590062";"";"None";"611.63";"2";"6.15";"1";"CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4312206";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311939";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";""
"CHEMBL4435877";"";"None";"613.65";"2";"6.20";"2";"CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CN4)cc12";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4312206";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311939";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";""
"CHEMBL4110677";"";"None";"232.31";"0";"-0.47";"6";"CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C)O[C@@H]2S1";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4355805";"Activation of PXR (unknown origin) assessed as CYP3A4 induction";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354805";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4857145";"";"None";"404.51";"1";"6.12";"3";"Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1";"EC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839744";"Activation of full length human PXR expressed in human HepG2 cells co-expressing luciferase of CYP3A4 promoter transcription assessed as increase of luciferase activity preincubated for 24 hrs followed by addition of luciferase substrate and measured by hPXR Gene reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837255";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 24.0 hr";"ACTIVATOR"
"CHEMBL4859899";"";"None";"433.96";"0";"4.62";"99";"CCc1c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nnn1-c1cc(Cl)ccc1OC";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";""
"CHEMBL4877224";"";"None";"443.53";"0";"3.62";"112";"COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C(C)=O)c1";"EC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";"AGONIST"
"CHEMBL4863215";"";"None";"415.52";"0";"3.72";"10; SPA70";"COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";""
"CHEMBL4114454";"";"None";"625.56";"1";"3.80";"15";"CC(=O)N1CCN(C(=O)N2CC[C@@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1";"EC50";"'>'";"5140.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4339771";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4339200";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3307718";"";""
"CHEMBL3361050";"";"None";"547.66";"1";"4.39";"33";"CC(C)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3383193";"Inverse agonist activity at GAL4-fused human PXR expressed in HEK293T cells assessed as activation of basal transcriptional activity after 20 hrs by dual-glo luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352095";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3706569";"";""
"CHEMBL62136";"T091317";"None";"481.34";"0";"4.76";"8, T0901317";"O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1";"EC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"15.46";"0.33";"2.68";"12.92";"0";"CHEMBL3370850";"Agonist activity at PXR (unknown origin) expressed in HEK293 cells assessed as transcriptional activity by GAL4 NR reporter cell-based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351629";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL4785984";"";"None";"404.90";"0";"4.70";"13j";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2ccc(Cl)cc21";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4688480";"Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";""
"CHEMBL3622898";"";"None";"454.00";"1";"5.68";"3";"Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1";"EC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3750579";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745609";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
