./download/egfr.txtEGFRINdb ID	EGFR-IC50	PMID	Journal	Vol & Page	Smiles
EGIN0000913	2.4 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(cc2)NC(=O)/C=C/C(=O)OCCCN(C)C
EGIN0000914	0.44 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(cc2)NC(=O)/C=C/C(=O)NCCCN(C)C
EGIN0000915	1.1 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)NC(=O)/C=C/C(=O)NCCCN(C)C
EGIN0000916	0.73 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)NC(=O)/C=C/C(=O)NCCCN(CC)CC
EGIN0000917	0.81 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)NC(=O)/C=C/C(=O)NCCCN1CCOCC1
EGIN0000918	0.56 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)NC(=O)/C=C/C(=O)NCCCn1cncc1
EGIN0000919	1.45 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)N(C(=O)/C=C/C(=O)NCCCN(C)C)C
EGIN0000920	0.61 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1ccc(c(c1)Cl)F)cc(nc2)NC(=O)/C=C/C(=O)NCCCN1CCOCC1
EGIN0000921	0.76 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(nc2)NS(=O)(=O)C=C
EGIN0000922	1.4 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	n1cnc2c(c1Nc1cccc(c1)Br)cc(cc2)NS(=O)(=O)C=C
EGIN0000923	93.5 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	S(=O)(=O)(CCO)c1cc2c(ncnc2cn1)Nc1cccc(c1)Br
EGIN0000924	0.43 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	S(=O)(=O)(C=C)c1cc2c(ncnc2cn1)Nc1cccc(c1)Br
EGIN0000925	4.6 nM	11462982	J Med Chem. 	2001 Feb 1;44(3):429-40	[S@@](=O)(C=C)c1cc2c(ncnc2cn1)Nc1cccc(c1)Br
EGIN0000926	4100 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2NCCc1ccccc1
EGIN0000927	320 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2NCc1ccccc1
EGIN0000928	7000 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2NCc1ccc(cc1)Cl
EGIN0000929	10^4 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2NCc1ccc(cc1)OC
EGIN0000931	10^5 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2N(c1ccccc1)C
EGIN0000932	0.7 µM	8825124	Breast Cancer Res Treat	1996;38(1):67-73.	c12c(cccc1)ncnc2Nc1cccc(c1)OC
EGIN0000932	842 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2Nc1cccc(c1)OC
EGIN0000933	0.18 µM	8825124	Breast Cancer Res Treat	1996;38(1):67-73.	c12c(cccc1)ncnc2Nc1cccc(c1)C
EGIN0000933	910 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2Nc1cccc(c1)C
EGIN0000938	>1000 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c1(c2c(ncn1)cccc2)Nc1cnccc1
EGIN0000939	756 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncnc2Oc1cccc(c1)Br
EGIN0000942	>10^4 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)nncc2Nc1cccc(c1)Br
EGIN0000943	>10^5 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)CN=N[C@H]2Nc1cccc(c1)Br
EGIN0000944	>10^5 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)ncc(n2)Nc1cccc(c1)Br
EGIN0000945	>1000 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1)nnnc2Nc1cccc(c1)Br
EGIN0000946	8000 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1N(=O)=O)ncnc2NCc1ccccc1
EGIN0000947	10^4 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1N)ncnc2NCc1ccccc1
EGIN0000948	4900 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1OC)ncnc2NCc1ccccc1
EGIN0000949	10^4 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(ccc(c1)N(=O)=O)ncnc2NCc1ccccc1
EGIN0000950	0.508 µM	13678409	J. Med. Chem.	2003, 46, 4313-4321	c12c(ccc(c1)N)ncnc2NCc1ccccc1
EGIN0000950	1400 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(ccc(c1)N)ncnc2NCc1ccccc1
EGIN0000951	200 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(ccc(c1)OC)ncnc2NCc1ccccc1
EGIN0000952	5900 nM    	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(cc1)N(=O)=O)ncnc2NCc1ccccc1
EGIN0000953	>1000 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(cc1)N)ncnc2NCc1ccccc1
EGIN0000954	58 nM      	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(cc1)OC)ncnc2NCc1ccccc1
EGIN0000955	>10^4 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(c(ccc1)N(=O)=O)ncnc2NCc1ccccc1
EGIN0000956	>10^4 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(c(ccc1)N)ncnc2NCc1ccccc1
EGIN0000957	>10^4 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(c(ccc1)OC)ncnc2NCc1ccccc1
EGIN0000958	588 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(c(c1)OC)O)ncnc2NCc1ccccc1
EGIN0000959	56 nM      	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(c(c1)O)OC)ncnc2NCc1ccccc1
EGIN0000960	10 nM      	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cc(c(c1)OC)OC)ncnc2NCc1ccccc1
EGIN0000961	355 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1N(=O)=O)ncnc2Nc1cc(ccc1)Br
EGIN0000962	439 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1N)ncnc2Nc1cc(ccc1)Br
EGIN0000963	139 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(cccc1OC)ncnc2Nc1cc(ccc1)Br
EGIN0000970	>10^4 nM   	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(c(ccc1)N(=O)=O)ncnc2Nc1cc(ccc1)Br
EGIN0000971	105 nM     	7658435	J Med Chem	1995 Sep 1;38(18):3482-7.	c12c(c(ccc1)N)ncnc2Nc1cc(ccc1)Br
EGIN0000976	1.9 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccccc1)c(c([nH]2)C)C
EGIN0000977	0.57 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C)c(c([nH]2)C)C
EGIN0000978	0.55 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)F)c(c([nH]2)C)C
EGIN0000979	0.027 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)C)C
EGIN0000979	27 µM	9357527	J. Med. Chem.	1997, 40, 3601-3616	n1cnc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)C)C
EGIN0000980	0.025 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Br)c(c([nH]2)C)C
EGIN0000981	1.25 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)O)c(c([nH]2)C)C
EGIN0000982	1.2 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)OC)c(c([nH]2)C)C
EGIN0000983	1.9 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C(F)(F)F)c(c([nH]2)C)C
EGIN0000984	16.3 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C(=O)O)c(c([nH]2)C)C
EGIN0000985	>100 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C(=O)OCC)c(c([nH]2)C)C
EGIN0000986	0.2 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C#N)c(c([nH]2)C)C
EGIN0000987	2.1 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)C)c(c([nH]2)C)C
EGIN0000988	77.5 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)CC)c(c([nH]2)C)C
EGIN0000989	0.56 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)F)c(c([nH]2)C)C
EGIN0000990	>50 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)Cl)c(c([nH]2)C)C
EGIN0000991	>100 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1c(cccc1)CC)c(c([nH]2)C)C
EGIN0000992	75.1 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1c(cccc1)Cl)c(c([nH]2)C)C
EGIN0000993	0.17 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(cc(c1)Cl)Cl)c(c([nH]2)C)C
EGIN0000994	0.01 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)c1ccccc1)C
EGIN0000995	0.23 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)C)c1ccccc1
EGIN0000996	0.096 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)c1ccccc1)c1ccccc1
EGIN0000997	0.5 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1N(c1cc(ccc1)Cl)C)c(c([nH]2)C)C
EGIN0000998	1.08 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1NCc1ccccc1)c(c([nH]2)C)C
EGIN0000999	2.5 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Oc1cc(ccc1)Cl)c(c([nH]2)C)C
EGIN0001000	0.31 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccccc1)c1c([nH]2)CCCC1
EGIN0001001	0.82 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C)c1c([nH]2)CCCC1
EGIN0001002	0.029 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c1c([nH]2)CCCC1
EGIN0001003	0.046 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Br)c1c([nH]2)CCCC1
EGIN0001004	0.42 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)O)c1c([nH]2)CCCC1
EGIN0001005	0.86 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)OC)c1c([nH]2)CCCC1
EGIN0001006	0.36 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C(F)(F)F)c1c([nH]2)CCCC1
EGIN0001007	25.7 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)C(=O)O)c1c([nH]2)CCCC1
EGIN0001008	0.11 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)C)c1c([nH]2)CCCC1
EGIN0001009	>50 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1ccc(cc1)CC)c1c([nH]2)CCCC1
EGIN0001010	0.006 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1Nc1cc(ccc1)Cl)c1c([nH]2)cccc1
EGIN0001011	>100 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1c(nc2c(c1Nc1cc(ccc1)Cl)c(c([nH]2)C)C)C
EGIN0001012	6.92 µM	8691423	J Med Chem. 	1996 Jun 7;39(12):2285-92.	n1cnc2c(c1NC1CCCCC1)c(c([nH]2)C)C
EGIN0001037	0.006 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001038	0.012 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(CC)CC)ncnc2Nc1cccc(c1)Br
EGIN0001039	0.062 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(CCC)CCC)ncnc2Nc1cccc(c1)Br
EGIN0001040	0.085 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)C(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001041	0.097 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C(C)C)C(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001042	0.071 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN(C)CC=C)ncnc2Nc1cccc(c1)Br
EGIN0001043	0.057 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCCCC1)ncnc2Nc1cccc(c1)Br
EGIN0001044	0.02 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001045	0.095 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCSCC1)ncnc2Nc1cccc(c1)Br
EGIN0001046	0.065 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001047	0.065 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCN1CCN(CC1)CC)ncnc2Nc1cccc(c1)Br
EGIN0001048	0.009 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOC)ncnc2Nc1cccc(c1)Br
EGIN0001049	0.065 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOCCOC)ncnc2Nc1cccc(c1)Br
EGIN0001050	0.059 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCOCOC)ncnc2Nc1cccc(c1)Br
EGIN0001051	0.002 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C#CCO)ncnc2Nc1cccc(c1)Br
EGIN0001052	0.011 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001052	0.22 nM 	18316192	Bioorganic & Medicinal Chemistry	16 (2008) 3482–3488	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001052	0.41 ± 0.39 nM	16078851	J. Med. Chem	2005, 48, 5337-5348	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001052	0.46 ± 0.12 nM/L	15093817	Nucl Med Biol. 	2004 May;31(4):469-76.	c12c(ccc(c1)NC(=O)/C=C/CN(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001053	0.073 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CC)CC)ncnc2Nc1cccc(c1)Br
EGIN0001054	0.09 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCC)CCC)ncnc2Nc1cccc(c1)Br
EGIN0001055	0.106 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCCCC1)ncnc2Nc1cccc(c1)Br
EGIN0001056	0.074 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001056	0.215 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001057	0.203 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1CCSCC1)ncnc2Nc1cccc(c1)Br
EGIN0001058	0.131 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001059	0.085 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN1[C@@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001060	0.062 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCOC)C)ncnc2Nc1cccc(c1)Br
EGIN0001061	0.014 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/CN(CCO)C)ncnc2Nc1cccc(c1)Br
EGIN0001062	0.068 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/[C@H]1CCCCN1C1CCNCC1)ncnc2Nc1cccc(c1)Br
EGIN0001063	1.124 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/Cn1nccc1)ncnc2Nc1cccc(c1)Br
EGIN0001066	1.132 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/COC)ncnc2Nc1cccc(c1)Br
EGIN0001067	0.115 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C1=CCCN(C1)C)ncnc2Nc1cccc(c1)Br
EGIN0001068	0.107 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)C(=C)CN1CCOCC1)ncnc2Nc1cccc(c1)Br
EGIN0001069	0.25 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C/N(C)C)ncnc2Nc1cccc(c1)Br
EGIN0001072	0.194 µM	11495584	J Med Chem. 	2001 Aug 16;44(17):2719-34.	c12c(ccc(c1)NC(=O)/C=C\CN1[C@H](CCC1)COC)ncnc2Nc1cccc(c1)Br
EGIN0001073	120 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCN(CC1)C)ncnc2Nc1c(cc(cc1)Br)F
EGIN0001074	99 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCOCC1)ncnc2Nc1c(cc(cc1)Br)F
EGIN0001075	122 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCCC1)ncnc2Nc1c(cc(cc1)Br)F
EGIN0001076	120 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN(CC)CC)ncnc2Nc1c(cc(cc1)Br)F
EGIN0001077	36 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCN(CC1)C)ncnc2Nc1cc(ccc1)Br
EGIN0001078	42 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCOCC1)ncnc2Nc1cc(ccc1)Br
EGIN0001079	52 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCCC1)ncnc2Nc1cc(ccc1)Br
EGIN0001080	100 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN(CCO)CCO)ncnc2Nc1cc(ccc1)Br
EGIN0001081	62 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCC1)ncnc2Nc1cc(ccc1)Br
EGIN0001082	64 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCNCC1)ncnc2Nc1cc(ccc1)Cl
EGIN0001083	22 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCOCC1)ncnc2Nc1cc(ccc1)Cl
EGIN0001084	58 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCCC1)ncnc2Nc1cc(ccc1)Cl
EGIN0001085	66 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN(CC)CC)ncnc2Nc1cc(ccc1)Cl
EGIN0001086	70 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCC1)ncnc2Nc1cc(ccc1)Cl
EGIN0001087	72 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCN(CC1)C)ncnc2Nc1cc(c(cc1)F)Cl
EGIN0001088	66 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCOCC1)ncnc2Nc1cc(c(cc1)F)Cl
EGIN0001089	66 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCN1CCCCC1)ncnc2Nc1cc(c(cc1)F)Cl
EGIN0001090	52 nM 	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCO)ncnc2Nc1cc(ccc1)Cl
EGIN0001091	120 nM	-	Bull. Korean Chem. Soc	2005, Vol. 26, No.6	c12c(cc3c(c1)O[C@@H](CO3)CCO)ncnc2Nc1c(cc(cc1)Br)F
EGIN0001093	 0.3 ± 0.1 nM/L 	17575237	Clin Cancer Res. 	2007 Jun 15;13(12):3713-23.	c1(c2c(ncn1)cc(c(c2)OC)OC[C@H]1C[C@H]2[C@@H](C1)CN(C2)C)Nc1ccc(c(c1F)Cl)Cl
EGIN0001096	0.03 µM	8188523	Jpn J Cancer Res. 	1994 Mar;85(3):253-9.	c1(cc(ccc1O)/C=C\1/C(=O)OC(=C1)c1ccc(c(c1)O)O)O
EGIN0001097	0.008 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/OC)Cc1cc(ccc1)F
EGIN0001097	0.008 µM	18653333	Bioorg Med Chem Lett. 	2008 Aug 15;18(16):4615-9	n1(c2c(cn1)cc(cc2)Nc1c(c(ncn1)N)/C=N/OC)Cc1cc(ccc1)F
EGIN0001099	0.07 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)c1cc(c(cc1)F)Cl
EGIN0001100	0.024 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)c1cc(ccc1)Br
EGIN0001101	1.123 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)Cc1cc(c(cc1)F)Cl
EGIN0001102	0.306 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)Cc1cc2c(cc1)N=NC2
EGIN0001103	0.044 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1ccccc1
EGIN0001104	0.023 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1cc(ccc1)Cl
EGIN0001105	0.02 µM	18508264	Bioorg Med Chem Lett. 	2008 Jun 15;18(12):3495-9. Epub 2008 May 10.	N(c1c(c(ncn1)N)/C=N/OC)CC1=C[C@H]2[C@H](C=C1)N(N=C2)Cc1cc(ccc1)C#N
